2019 Data View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,,,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,,
H8490,Demo,Vns Choice,VNSNY CHOICE FIDA Complete,Visiting Nurse Service of New York,No data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,Not enough data available,No data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,No data available,No data available
H8506,Local CCP,"Moda Health Plan, Inc.","Moda Health Plan, Inc.","Moda, Inc.",Not enough data available,48%,64%,Plan too new to be measured,Plan too new to be measured,47%,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,41%,No data available,49%,62%,Not enough data available,50%,35%,43%,No data available,Not enough data available,79,79,Not enough data available,84,78,86,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,95%,97%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,79,89,99,83%,81%,80%,57%,75%
H8552,Local CCP,Anthem Blue Cross Life And Health Ins Company,Anthem Blue Cross Life and Health Insurance Co.,Anthem Inc.,69%,66%,81%,72%,83%,60%,84%,CMS identified issues with this plan's data,No data available,No data available,No data available,40%,69%,96%,75%,18%,78%,54%,55%,35%,8%,76%,83,77,89,85,83,85,0.44,4%,Medicare shows only a Star Rating for this topic,93%,98%,98%,100%,3.2,Not enough data available,0.44,4%,Medicare shows only a Star Rating for this topic,83,88,99,83%,82%,82%,60%,75%
H8554,Local CCP,Ghs Insurance Company,Blue Cross and Blue Shield of Texas,Health Care Service Corporation,69%,39%,74%,65%,83%,53%,51%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,45%,95%,0%,CMS identified issues with this plan's data,80%,63%,40%,CMS identified issues with this plan's data,10%,78%,73,68,Not enough data available,82,79,83,0.25,59%,Medicare shows only a Star Rating for this topic,67%,100%,98%,97%,0.0,Not enough data available,0.25,59%,Medicare shows only a Star Rating for this topic,81,87,99,81%,86%,83%,68%,82%
H8578,Local CCP,"Health New England, Inc.",Health New England Medicare Advantage Plans,"Baystate Health, Inc.",84%,73%,85%,69%,83%,54%,81%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,84%,97%,79%,58%,Not enough data available,53%,50%,62%,10%,81%,85,82,92,87,87,88,0.05,5%,Medicare shows only a Star Rating for this topic,98%,88%,90%,89%,0.0,Not enough data available,0.05,5%,Medicare shows only a Star Rating for this topic,82,90,99,85%,88%,86%,64%,84%
H8597,Local CCP,Aetna Better Health Of Texas Inc.,Aetna Medicare,Aetna Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8604,Local CCP,Thp Insurance Company,The Health Plan,Health Plan of West Virginia,77%,66%,74%,70%,79%,44%,94%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,59%,91%,76%,71%,85%,60%,38%,37%,12%,71%,85,80,92,85,87,86,0.14,8%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,92%,92%,0.0,Not enough data available,0.14,8%,Medicare shows only a Star Rating for this topic,86,91,98,83%,84%,83%,82%,70%
H8634,Local CCP,Health Care Service Corporation,"Blue Cross and Blue Shield of IL, NM",Health Care Service Corporation,69%,65%,74%,72%,84%,58%,61%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,11%,68%,92%,54%,37%,78%,53%,47%,27%,10%,79%,83,78,86,85,80,88,0.27,7%,Medicare shows only a Star Rating for this topic,71%,52%,98%,97%,2.6,93%,0.27,7%,Medicare shows only a Star Rating for this topic,82,87,98,81%,84%,80%,67%,79%
H8649,Local CCP,"Aetna Health Of Utah, Inc",Aetna Medicare,Aetna Inc.,64%,74%,68%,64%,83%,45%,95%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,40%,75%,92%,85%,77%,80%,48%,42%,87%,4%,82%,85,80,89,86,83,84,0.05,9%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,100%,98%,0.0,Not enough data available,0.05,9%,Medicare shows only a Star Rating for this topic,77,87,99,82%,82%,79%,24%,73%
H8677,Demo,Molina Healthcare Of California,Molina Healthcare of California,"Molina Healthcare, Inc.,",No data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,Not enough data available,No data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,No data available,No data available
H8748,Local CCP,Unitedhealthcare Insurance Company,UnitedHealthcare,"UnitedHealth Group, Inc.",72%,74%,73%,68%,85%,52%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,79%,99%,81%,67%,84%,59%,44%,51%,7%,79%,84,79,90,85,84,87,0.41,17%,Medicare shows only a Star Rating for this topic,100%,100%,98%,97%,0.0,Not enough data available,0.41,17%,Medicare shows only a Star Rating for this topic,84,89,99,78%,82%,80%,79%,79%
H8764,Local CCP,Aspire Health Plan,Aspire Health Plan,Montage Health,75%,79%,71%,70%,81%,60%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,71%,96%,85%,75%,Not enough data available,55%,48%,72%,7%,77%,81,77,92,85,88,84,0.14,3%,Medicare shows only a Star Rating for this topic,100%,85%,97%,97%,0.0,Not enough data available,0.14,3%,Medicare shows only a Star Rating for this topic,84,89,99,83%,83%,81%,41%,77%
H8768,Local CCP,Unitedhealthcare Insurance Co Of The River Valley,UnitedHealthcare,"UnitedHealth Group, Inc.",Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,98%,97%,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8783,Local CCP,"Ucare Health, Inc.",UCare,UCare Minnesota,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8786,Demo,"Amerigroup Texas, Inc.",Amerigroup STAR+PLUS MMP,Anthem Inc.,No data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,Not enough data available,No data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,No data available,No data available
H8851,Demo,"Senior Whole Health Of New York, Inc.",SWH Whole Health FIDA Plan,"Magellan Health, Inc.",No data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,No data available,No data available
H8854,Local CCP,"University Of Maryland Health Advantage, Inc.",University of Maryland Health Advantage,University of Maryland Medical System Corporation,Not enough data available,63%,73%,Plan too new to be measured,Plan too new to be measured,52%,99%,54%,95%,82%,94%,Not enough data available,64%,96%,73%,64%,67%,61%,48%,60%,13%,81%,80,73,88,84,84,83,0.48,10%,Medicare shows only a Star Rating for this topic,98%,70%,93%,98%,3.4,Not enough data available,0.48,10%,Medicare shows only a Star Rating for this topic,81,86,99,71%,75%,71%,76%,78%
H8889,Local CCP,Medica Health Plans,Medica Health Plans,Medica Holding Company,76%,70%,78%,66%,83%,51%,95%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,19%,82%,91%,84%,81%,86%,50%,51%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,85,81,Not enough data available,87,88,87,0.04,2%,Medicare shows only a Star Rating for this topic,100%,99%,Plan not required to report measure,Plan not required to report measure,2.1,87%,0.04,2%,Medicare shows only a Star Rating for this topic,81,89,99,87%,90%,88%,77%,83%
H8908,Local CCP,"Humana Medical Plan Of Michigan, Inc.",Humana,Humana Inc.,71%,79%,72%,62%,82%,49%,99%,No data available,No data available,No data available,No data available,Not enough data available,67%,97%,83%,82%,72%,63%,36%,69%,10%,85%,82,75,90,85,82,86,0.41,17%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,100%,100%,0.0,Not enough data available,0.41,17%,Medicare shows only a Star Rating for this topic,86,90,99,81%,83%,82%,81%,80%
H8967,Local CCP,"Good Samaritan Insurance Plan Of North Dakota, Llc",Great Plains Medicare Advantage (HMO SNP),"Good Samaritan Insurance Plan, LLC",Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,94%,93%,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H9001,Local CCP,Fallon Community Health Plan,Fallon Health,Fallon Community Health Plan,80%,77%,79%,65%,81%,53%,98%,100%,96%,100%,100%,49%,89%,96%,89%,80%,78%,62%,51%,82%,11%,85%,85,79,92,87,87,87,0.10,5%,Medicare shows only a Star Rating for this topic,100%,86%,84%,86%,7.3,87%,0.10,5%,Medicare shows only a Star Rating for this topic,85,90,99,87%,87%,85%,76%,84%
H9003,Local CCP,Kaiser Foundation Hp Of The N W,Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",83%,86%,82%,62%,81%,66%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,79%,84%,97%,89%,87%,92%,53%,51%,77%,9%,86%,81,81,92,88,90,84,0.07,2%,Medicare shows only a Star Rating for this topic,100%,97%,98%,98%,1.2,Not enough data available,0.07,2%,Medicare shows only a Star Rating for this topic,92,95,100,87%,89%,88%,85%,84%
H9047,Local CCP,Providence Health Assurance,Providence Health Assurance,Providence Health & Services,82%,82%,85%,72%,83%,53%,99%,74%,99%,95%,95%,67%,88%,96%,88%,86%,86%,57%,54%,88%,9%,86%,85,83,92,88,88,86,0.08,3%,Medicare shows only a Star Rating for this topic,99%,90%,92%,87%,1.8,88%,0.08,3%,Medicare shows only a Star Rating for this topic,84,92,99,86%,87%,87%,70%,82%
H9066,Local CCP,Visiting Nurse Association Of Central New York,Nascentia Health Plus,VISITING NURSE ASSOCIATION OF CENTRAL NEW YORK,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H9070,Local CCP,Compbenefits Insurance Company,Humana,Humana Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H9082,Local CCP,"Molina Healthcare Of New Mexico, Inc.","Molina Healthcare of New Mexico, Inc.","Molina Healthcare, Inc.,",69%,60%,76%,65%,79%,52%,98%,66%,83%,73%,84%,Not enough data available,77%,93%,60%,58%,78%,70%,49%,47%,7%,78%,78,75,88,81,82,82,0.09,15%,Medicare shows only a Star Rating for this topic,95%,68%,92%,93%,0.0,Not enough data available,0.09,15%,Medicare shows only a Star Rating for this topic,84,87,99,70%,75%,70%,77%,74%
H9096,Local CCP,"Dean Health Plan, Inc.","Dean Advantage, Prevea360 Medicare Advantage",SSM Healthcare Corporation,85%,84%,81%,Plan too new to be measured,Plan too new to be measured,54%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,82%,96%,86%,87%,87%,43%,46%,61%,10%,90%,87,85,92,89,87,91,0.28,4%,Medicare shows only a Star Rating for this topic,96%,91%,79%,88%,8.6,Not enough data available,0.28,4%,Medicare shows only a Star Rating for this topic,83,93,99,92%,90%,87%,96%,82%
H9104,Local CCP,Scan Health Plan,SCAN Health Plan,SCAN Health Plan,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,97%,97%,100%,100%,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,100%,100%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,98,No data available,84%,81%,Not enough data available,Not enough data available
H9153,Local CCP,"West Virginia Senior Advantage, Inc.",West Virginia Senior Advantage (HMO SNP),"Stonerise Senior Advantage Holdings, LLC",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,98%,73%,64%,16%,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,90%,93%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,97,73%,79%,61%,90%,75%
H9190,Local CCP,"Gateway Health Plan Of Ohio, Inc.",Gateway Health Medicare Assured,"Gateway Health Plan, LP",62%,56%,62%,68%,81%,51%,84%,23%,78%,53%,80%,16%,55%,93%,53%,52%,69%,60%,35%,48%,9%,78%,79,78,90,84,82,89,0.55,23%,Medicare shows only a Star Rating for this topic,97%,99%,97%,95%,7.3,Not enough data available,0.55,23%,Medicare shows only a Star Rating for this topic,83,89,99,70%,73%,71%,66%,78%
H9207,Local CCP,"Health Partners Plans, Inc.",Health Partners Medicare,"Health Partners Plans, Inc.",79%,73%,70%,68%,85%,54%,98%,43%,89%,55%,85%,66%,77%,96%,75%,77%,77%,74%,38%,51%,9%,83%,79,73,89,83,87,84,0.14,11%,Medicare shows only a Star Rating for this topic,100%,82%,87%,87%,0.0,Not enough data available,0.14,11%,Medicare shows only a Star Rating for this topic,88,92,99,75%,76%,73%,79%,84%
H9276,Local CCP,"Sunshine Health Community Solutions, Inc.",Allwell,Centene Corporation,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,95%,95%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,99,No data available,74%,70%,Not enough data available,No data available
H9287,Local CCP,"Health Net Community Solutions Of Arizona, Inc.",Allwell,Centene Corporation,77%,73%,73%,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,75%,97%,85%,72%,78%,Plan too new to be measured,Plan too new to be measured,41%,13%,80%,80,74,86,83,83,81,0.10,8%,Not enough data available,Not enough data available,Not enough data available,94%,94%,12.5,Not enough data available,0.10,8%,Not enough data available,83,89,99,78%,85%,81%,Not enough data available,75%
H9302,Local CCP,Soundpath Health,Soundpath Health,Catholic Health Initiatives,70%,71%,71%,66%,82%,52%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,46%,73%,96%,76%,78%,78%,51%,43%,55%,9%,79%,80,80,90,86,84,87,0.09,12%,Medicare shows only a Star Rating for this topic,99%,97%,90%,95%,2.6,Not enough data available,0.09,12%,Medicare shows only a Star Rating for this topic,82,90,99,81%,85%,81%,73%,78%
H9364,Local CCP,"Wellcare Of Maine, Inc.",WellCare,"WellCare Health Plans, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H9403,Local CCP,"Eon Health, Inc. (sc)",Eon Health,"Eon Health Plan, LLC",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,20%,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,73%,81%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,99,71%,74%,69%,80%,74%
H9408,Local CCP,"Vibra Health Plan, Inc.",Vibra Health Plan,Capital BlueCross,Not enough data available,Not enough data available,72%,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,45%,No data available,11%,CMS identified issues with this plan's data,Not enough data available,Plan too new to be measured,Plan too new to be measured,0%,No data available,Not enough data available,85,81,94,87,88,87,0.00,17%,Not enough data available,Not enough data available,Not enough data available,95%,95%,0.0,Not enough data available,0.00,17%,Not enough data available,87,91,98,80%,82%,82%,73%,79%
H9412,Local CCP,"Geisinger Quality Options, Inc.",Geisinger Gold,Geisinger Health System,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Plan not required to report measure,Not enough data available
H9431,Local CCP,First Health Life & Health Insurance Company,Aetna Medicare,Aetna Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
