2020 Data View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,,,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,,
H9942,Local CCP,Longevity Health Plan Of New Jersey Insurance Comp,Longevity Health Plan,"Longevity Health Founders, LLC",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H9952,Local CCP,Medica Health Plans,Medica,Medica Holding Company,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,86%,89%,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
R0110,Regional CCP,Humana Insurance Company,Humana,Humana Inc.,69%,74%,69%,70%,80%,47%,97%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,36%,67%,93%,80%,76%,48%,50%,64%,9%,82%,86,75,90,86,85,85,0.14,22%,Medicare shows only a Star Rating for this topic,98%,98%,100%,97%,0.8,77%,0.14,22%,Not enough data available,85,88,99,79%,82%,81%,80%,79%
R0759,Regional CCP,Unitedhealthcare Insurance Company,UnitedHealthcare,"UnitedHealth Group, Inc.",76%,79%,67%,69%,82%,53%,99%,64%,94%,86%,96%,46%,76%,98%,82%,76%,57%,44%,65%,8%,79%,84,77,91,84,86,85,0.14,17%,Medicare shows only a Star Rating for this topic,100%,99%,98%,97%,0.1,98%,0.14,17%,Medicare shows only a Star Rating for this topic,84,90,99,81%,83%,80%,83%,79%
R0802,Regional CCP,"Martin's Point Generations Advantage, Inc.",Martin's Point Generations Advantage,"Martin's Point Health Care, Inc.",Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,97%,97%,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
R0865,Regional CCP,Humana Insurance Company,Humana,Humana Inc.,68%,75%,71%,70%,80%,43%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,54%,70%,96%,82%,76%,52%,37%,80%,9%,82%,88,81,92,85,83,89,0.09,15%,Medicare shows only a Star Rating for this topic,98%,95%,100%,97%,2.8,100%,0.09,15%,Not enough data available,85,91,99,84%,85%,84%,79%,79%
R0923,Regional CCP,Humana Insurance Company,Humana,Humana Inc.,59%,70%,73%,70%,80%,39%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,69%,92%,80%,72%,53%,39%,77%,9%,85%,86,80,92,86,83,88,0.12,13%,Medicare shows only a Star Rating for this topic,100%,92%,100%,97%,1.7,No data available,0.12,13%,Not enough data available,85,Not enough data available,99,83%,85%,85%,81%,78%
R1390,Regional CCP,Humana Insurance Company,Humana,Humana Inc.,72%,75%,72%,70%,80%,48%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,32%,71%,98%,82%,82%,60%,42%,73%,8%,84%,84,80,91,87,84,87,0.18,20%,Medicare shows only a Star Rating for this topic,94%,92%,100%,97%,2.5,80%,0.18,20%,Not enough data available,86,89,99,84%,86%,84%,78%,81%
R1532,Regional CCP,Humana Insurance Company,Humana,Humana Inc.,58%,65%,71%,70%,80%,44%,96%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,65%,91%,73%,81%,51%,33%,65%,10%,85%,78,75,Not enough data available,83,83,86,0.13,16%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,100%,97%,0.0,No data available,0.13,16%,Not enough data available,86,Not enough data available,99,85%,83%,82%,78%,79%
R1548,Regional CCP,Unitedhealthcare Insurance Co Of The River Valley,UnitedHealthcare,"UnitedHealth Group, Inc.",Not enough data available,Not enough data available,71%,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,65%,93%,85%,95%,Not enough data available,72%,99%,79%,79%,Plan too new to be measured,Plan too new to be measured,55%,2%,Not enough data available,84,79,92,86,90,88,0.24,12%,Not enough data available,96%,100%,97%,95%,0.0,Not enough data available,0.24,12%,Not enough data available,88,91,99,81%,83%,81%,80%,79%
R2604,Regional CCP,Unitedhealthcare Insurance Company,UnitedHealthcare,"UnitedHealth Group, Inc.",76%,79%,67%,69%,82%,53%,99%,64%,94%,86%,96%,46%,76%,98%,82%,76%,57%,44%,65%,8%,79%,84,77,91,84,86,85,0.14,17%,Medicare shows only a Star Rating for this topic,100%,99%,98%,97%,0.1,98%,0.14,17%,Medicare shows only a Star Rating for this topic,84,90,99,81%,83%,80%,83%,79%
R3175,Regional CCP,Unitedhealthcare Insurance Company,UnitedHealthcare,"UnitedHealth Group, Inc.",64%,67%,62%,66%,87%,53%,99%,52%,87%,76%,91%,Not enough data available,75%,94%,77%,Not enough data available,61%,39%,58%,9%,76%,78,77,89,84,87,84,0.04,4%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,97%,95%,0.0,Not enough data available,0.04,4%,Medicare shows only a Star Rating for this topic,85,90,99,85%,83%,82%,73%,76%
R3332,Regional CCP,"Blue Cross And Blue Shield Of Florida, Inc.",Florida Blue,Guidewell Mutual Holding Corporation,77%,77%,68%,70%,83%,54%,96%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,64%,72%,95%,86%,75%,52%,52%,61%,9%,77%,83,76,89,85,85,87,0.11,10%,Medicare shows only a Star Rating for this topic,99%,93%,97%,94%,0.6,92%,0.11,10%,Medicare shows only a Star Rating for this topic,81,90,99,82%,86%,83%,56%,78%
R3392,Regional CCP,Humana Insurance Company,Humana,Humana Inc.,70%,73%,70%,70%,80%,49%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,39%,69%,96%,86%,80%,48%,43%,72%,8%,83%,84,77,90,86,84,86,0.13,19%,Medicare shows only a Star Rating for this topic,96%,93%,100%,97%,0.8,96%,0.13,19%,Not enough data available,85,89,99,83%,85%,84%,78%,78%
R3444,Regional CCP,Care Improvement Plus South Central Insurance Co.,UnitedHealthcare,"UnitedHealth Group, Inc.",67%,72%,67%,68%,81%,43%,99%,60%,94%,84%,97%,44%,72%,96%,81%,78%,58%,42%,66%,9%,77%,84,76,91,85,85,84,0.14,17%,Medicare shows only a Star Rating for this topic,100%,99%,98%,98%,0.4,Not enough data available,0.14,17%,Medicare shows only a Star Rating for this topic,85,92,99,82%,82%,81%,79%,76%
R3887,Regional CCP,Humana Insurance Company,Humana,Humana Inc.,63%,76%,72%,70%,80%,47%,96%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,40%,70%,93%,82%,82%,54%,41%,74%,9%,79%,83,78,90,84,82,85,0.12,22%,Medicare shows only a Star Rating for this topic,97%,94%,100%,97%,0.0,No data available,0.12,22%,Not enough data available,82,89,99,82%,85%,83%,81%,80%
R4182,Regional CCP,Humana Insurance Company,Humana,Humana Inc.,61%,73%,69%,70%,80%,47%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,30%,67%,95%,77%,79%,51%,43%,85%,9%,81%,85,77,Not enough data available,86,84,87,0.11,18%,Medicare shows only a Star Rating for this topic,94%,94%,100%,97%,1.5,88%,0.11,18%,Not enough data available,86,91,99,81%,84%,83%,77%,78%
R4487,Regional CCP,"Anthem Insurance Companies, Inc.",Anthem Blue Cross and Blue Shield,Anthem Inc.,68%,73%,72%,70%,79%,43%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,35%,71%,93%,82%,79%,50%,43%,75%,7%,76%,85,78,90,84,83,87,0.14,11%,Plan too new to be measured,95%,95%,97%,97%,3.1,96%,0.14,11%,Plan too new to be measured,83,89,96,82%,84%,82%,75%,76%
R4845,Regional CCP,Humana Insurance Company,Humana,Humana Inc.,57%,68%,75%,70%,80%,39%,95%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,57%,88%,69%,83%,50%,45%,53%,9%,79%,84,79,Not enough data available,84,83,85,0.11,19%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,100%,97%,0.0,No data available,0.11,19%,Not enough data available,Not enough data available,Not enough data available,98,83%,83%,83%,81%,77%
R5329,Regional CCP,"Sierra Health And Life Insurance Company, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",82%,77%,83%,Plan too new to be measured,Plan too new to be measured,54%,96%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,77%,97%,77%,80%,47%,39%,55%,7%,85%,84,82,91,87,84,87,0.10,11%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,98%,98%,0.0,Not enough data available,0.10,11%,Medicare shows only a Star Rating for this topic,84,90,99,88%,89%,89%,73%,80%
R5342,Regional CCP,Unitedhealthcare Insurance Company Of New York,UnitedHealthcare,"UnitedHealth Group, Inc.",70%,74%,77%,67%,78%,51%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,34%,80%,95%,86%,80%,49%,45%,64%,9%,82%,84,79,88,86,83,87,0.15,15%,Medicare shows only a Star Rating for this topic,100%,98%,98%,98%,0.2,100%,0.15,15%,Medicare shows only a Star Rating for this topic,83,91,99,84%,87%,85%,77%,80%
R5361,Regional CCP,Humana Insurance Company,Humana,Humana Inc.,64%,71%,72%,70%,80%,44%,97%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,52%,67%,93%,82%,78%,50%,42%,77%,8%,80%,83,80,90,84,83,89,0.11,11%,Medicare shows only a Star Rating for this topic,98%,94%,100%,97%,4.5,No data available,0.11,11%,Not enough data available,Not enough data available,Not enough data available,99,84%,86%,84%,80%,80%
R5495,Regional CCP,Humana Insurance Company,Humana,Humana Inc.,61%,68%,81%,70%,80%,41%,96%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,23%,52%,88%,71%,86%,60%,33%,72%,9%,84%,86,78,Not enough data available,87,83,Not enough data available,0.11,16%,Medicare shows only a Star Rating for this topic,93%,87%,100%,97%,0.0,No data available,0.11,16%,Not enough data available,84,Not enough data available,99,86%,86%,85%,82%,80%
R5826,Regional CCP,Humana Insurance Company,Humana,Humana Inc.,64%,71%,67%,70%,80%,52%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,31%,68%,94%,84%,75%,50%,40%,75%,9%,78%,84,77,88,85,85,86,0.38,19%,Medicare shows only a Star Rating for this topic,94%,91%,100%,97%,3.1,94%,0.38,19%,Medicare shows only a Star Rating for this topic,84,87,99,82%,84%,83%,80%,79%
R5941,Regional CCP,"Anthem Insurance Companies, Inc.",Anthem Blue Cross and Blue Shield,Anthem Inc.,67%,68%,72%,70%,79%,43%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,39%,69%,93%,80%,82%,50%,43%,75%,6%,72%,86,80,Not enough data available,87,83,88,0.14,11%,Not enough data available,95%,95%,97%,97%,3.1,96%,0.14,11%,Not enough data available,81,90,96,82%,84%,82%,75%,76%
R6694,Regional CCP,Aetna Life Insurance Company,Aetna Medicare,CVS Health Corporation,74%,70%,73%,Plan too new to be measured,Plan too new to be measured,53%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,74%,96%,83%,85%,58%,47%,75%,10%,81%,86,81,89,88,85,88,0.22,26%,Medicare shows only a Star Rating for this topic,100%,100%,100%,97%,2.3,Not enough data available,0.22,26%,Medicare shows only a Star Rating for this topic,83,89,99,85%,88%,85%,80%,79%
R6801,Regional CCP,Care Improvement Plus Of Texas Insurance Company,UnitedHealthcare,"UnitedHealth Group, Inc.",68%,71%,70%,66%,78%,49%,99%,58%,93%,87%,96%,33%,71%,98%,81%,77%,60%,41%,53%,8%,80%,85,79,91,88,85,86,0.18,18%,Medicare shows only a Star Rating for this topic,99%,99%,98%,98%,0.1,100%,0.18,18%,Medicare shows only a Star Rating for this topic,84,89,99,79%,82%,79%,80%,79%
R7220,Regional CCP,Humana Insurance Company,Humana,Humana Inc.,58%,69%,58%,70%,80%,47%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,68%,94%,82%,63%,46%,37%,67%,6%,85%,79,76,89,84,82,84,0.19,15%,Medicare shows only a Star Rating for this topic,100%,100%,100%,97%,3.3,No data available,0.19,15%,Not enough data available,85,Not enough data available,99,84%,87%,85%,81%,75%
R7315,Regional CCP,Humana Insurance Company,Humana,Humana Inc.,65%,72%,71%,70%,80%,47%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,46%,65%,94%,80%,73%,55%,41%,75%,8%,79%,87,78,92,85,87,86,0.13,18%,Medicare shows only a Star Rating for this topic,100%,100%,100%,97%,2.2,No data available,0.13,18%,Not enough data available,85,Not enough data available,99,83%,84%,83%,78%,78%
R7444,Regional CCP,Unitedhealthcare Insurance Company,UnitedHealthcare,"UnitedHealth Group, Inc.",76%,79%,67%,69%,82%,53%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,46%,76%,98%,82%,76%,57%,44%,65%,8%,79%,84,77,91,84,86,85,0.14,17%,Medicare shows only a Star Rating for this topic,100%,99%,98%,97%,0.1,98%,0.14,17%,Medicare shows only a Star Rating for this topic,84,90,99,81%,83%,80%,83%,79%
S0586,PDP,"Mvp Health Plan, Inc.",MVP Health Care,"MVP Health Care, Inc.",Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Not enough data available,83%,90%,87%,80%,75%
S0655,PDP,Tufts Insurance Company,Tufts Health Plan,"Tufts Health Plan, Inc",Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,3.1,Not enough data available,0.02,Not enough data available,Medicare shows only a Star Rating for this topic,89,93,Not enough data available,87%,90%,88%,66%,87%
S1030,PDP,Bcbs Of Alabama & Utic Insurance Company,BlueRx (PDP),BlueCross BlueShield of Alabama,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,88%,0.7,91%,0.02,8%,Medicare shows only a Star Rating for this topic,82,88,99,83%,86%,83%,5%,76%
S1140,PDP,Healthnow New York Inc.,BlueCross BlueShield of WNY and BlueShield of NENY,HealthNow New York Inc.,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,2.8,Not enough data available,0.05,Not enough data available,Not enough data available,91,91,Not enough data available,82%,86%,82%,56%,81%
S1822,PDP,"Healthpartners, Inc.",HealthPartners,"HealthPartners, Inc.",Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,6.2,Not enough data available,0.00,Not enough data available,Medicare shows only a Star Rating for this topic,89,92,Not enough data available,89%,90%,87%,Not enough data available,81%
S1894,PDP,"Communitycare Government Programs, Inc.",CommunityCare Prescription Drug Plan (PDP),St Francis Health System & St John Health System,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,88%,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
S2468,PDP,California Physicians' Service,Blue Shield of California,California Physicians' Service,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,97%,3.7,93%,0.04,5%,Medicare shows only a Star Rating for this topic,83,90,99,84%,86%,84%,66%,78%
S2668,PDP,Members Health Insurance Company,Farm Bureau Health Plans,Tennessee Rural Health Improvement Association,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,81%,5.2,77%,0.20,31%,Medicare shows only a Star Rating for this topic,81,89,98,83%,85%,84%,61%,74%
S2874,PDP,"Humana Insurance Of Puerto Rico, Inc.",Humana,Humana Inc.,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,99%,0.0,Not enough data available,0.13,12%,Medicare shows only a Star Rating for this topic,80,87,99,74%,80%,64%,65%,75%
S2893,PDP,Anthem Insurance Co. & Bcbsma & Bcbsri & Bcbsvt,Blue MedicareRx,Anthem Insurance Co. & BCBSMA & BCBSRI & BCBSVT,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,94%,0.3,93%,0.01,2%,Medicare shows only a Star Rating for this topic,84,90,99,88%,90%,88%,51%,83%
S3285,PDP,Mg Insurance Company,MG Insurance Company,"MedImpact Holdings, Inc.",Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
S3389,PDP,"Upmc Health Benefits, Inc.",UPMC Health Plan,UPMC Health System,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,35.2,Not enough data available,0.00,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Not enough data available,95%,89%,85%,63%,86%
