2021 Data View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,,,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,
H8786 ,Demo ,"AMERIGROUP TEXAS, INC. ",Amerigroup STAR+PLUS MMP ,Anthem Inc. ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available
H8797 ,Local CCP ,"PERENNIAL ADVANTAGE OF OHIO, INC. ",Perennial Advantage ,"Perennial Consortium, LLC ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8845 ,Local CCP ,"MAGELLAN COMPLETE CARE OF ARIZONA, INC. ",Magellan Complete Care ,"Magellan Health, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,92%,88%,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8849 ,Local CCP ,AMERIGROUP INSURANCE COMPANY ,Amerigroup Insurance Company ,Anthem Inc. ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8854 ,Local CCP ,"UNIVERSITY OF MARYLAND HEALTH ADVANTAGE, INC. ",University of Maryland Health Advantage ,University of Maryland Medical System Corporation ,77%,72%,70,66%,82%,50%,99%,57%,96%,78%,98%,Not enough data available ,66%,96%,77%,72%,66%,45%,73%,86%,82,77,91,83,85,82,0.45,7%,Medicare shows only a Star Rating for this topic ,100%,86%,95%,94%,2.1,Not enough data available ,0.45,7%,Medicare shows only a Star Rating for this topic ,84,90,99,76%,76%,75%,71%,82%
H8889 ,Local CCP ,MEDICA HEALTH PLANS ,Medica ,Medica Holding Company ,77%,78%,79,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,97%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,27%,81%,94%,89%,84%,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,85,82,92,87,88,87,0.07,7%,Not enough data available ,100%,90%,93%,98%,0,91%,0.07,7%,Not enough data available ,82,91,99,88%,91%,89%,73%,85%
H8908 ,Local CCP ,"HUMANA MEDICAL PLAN OF MICHIGAN, INC. ",Humana ,Humana Inc. ,70%,76%,73,66%,74%,51%,98%,82%,No data available ,No data available ,No data available ,Not enough data available ,68%,97%,81%,77%,60%,42%,73%,82%,80,75,86,84,83,84,0.53,21%,Medicare shows only a Star Rating for this topic ,100%,98%,100%,98%,1.6,94%,0.53,21%,Medicare shows only a Star Rating for this topic ,86,88,98,81%,83%,81%,83%,84%
H8961 ,Local CCP ,"OSCAR MANAGED CARE OF SOUTH FLORIDA, INC ",Oscar ,"Mulberry Health, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8967 ,Local CCP ,"GOOD SAMARITAN INSURANCE PLAN OF NORTH DAKOTA, LLC ",Great Plains Medicare Advantage ,Sanford Health ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,Plan too small to be measured ,90%,98%,100%,85%,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,89%,98%,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,100,Not enough data available ,94%,95%,97%,Not enough data available
H9001 ,Local CCP ,FALLON COMMUNITY HEALTH PLAN ,Fallon Health ,Fallon Community Health Plan ,81%,78%,75,75%,82%,53%,98%,100%,96%,100%,100%,54%,87%,96%,89%,85%,62%,48%,71%,84%,84,78,92,85,86,85,0.13,4%,Medicare shows only a Star Rating for this topic ,98%,88%,95%,96%,2.1,Not enough data available ,0.13,4%,Medicare shows only a Star Rating for this topic ,85,90,99,87%,88%,87%,86%,89%
H9003 ,Local CCP ,KAISER FOUNDATION HP OF THE N W ,Kaiser Permanente ,"Kaiser Foundation Health Plan, Inc. ",82%,85%,82,71%,83%,63%,98%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,83%,87%,97%,90%,94%,57%,54%,81%,86%,83,80,92,88,90,86,0.07,2%,Medicare shows only a Star Rating for this topic ,98%,97%,98%,100%,0,Not enough data available ,0.07,2%,Medicare shows only a Star Rating for this topic ,93,96,100,90%,91%,91%,88%,87%
H9042 ,Local CCP ,"SOUTHEASTERN INDIANA HEALTH ORGANIZATION, INC. ",MyTruAdvantage ,"SIHO Holding, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9047 ,Local CCP ,PROVIDENCE HEALTH ASSURANCE ,Providence Medicare Advantage Plans ,Providence Health & Services ,86%,85%,83,70%,84%,57%,99%,76%,99%,92%,98%,71%,84%,97%,91%,88%,55%,58%,91%,86%,84,81,90,87,86,87,0.05,2%,Medicare shows only a Star Rating for this topic ,99%,91%,84%,86%,0.5,87%,0.05,2%,Medicare shows only a Star Rating for this topic ,83,91,99,85%,89%,89%,80%,83%
H9065 ,Local CCP ,"AMH HEALTH, LLC ",AMH Health ,Anthem Inc. ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,98%,99%,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9066 ,Local CCP ,VISITING NURSE ASSOCIATION OF CENTRAL NEW YORK ,Nascentia Health Plus ,VISITING NURSE ASSOCIATION OF CENTRAL NEW YORK ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,No data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,95%,97%,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,100,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available
H9070 ,Local CCP ,COMPBENEFITS INSURANCE COMPANY ,Humana ,Humana Inc. ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,0.46,16%,Not enough data available ,96%,100%,100%,98%,1.6,95%,0.46,16%,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,99,85%,85%,85%,83%,78%
H9082 ,Local CCP ,"MOLINA HEALTHCARE OF NEW MEXICO, INC. ","Molina Healthcare of New Mexico, Inc. ","Molina Healthcare, Inc., ",66%,56%,73,67%,79%,52%,86%,40%,65%,46%,64%,Not enough data available ,77%,92%,64%,84%,65%,Not enough data available ,44%,79%,80,75,90,83,83,83,0.25,20%,Medicare shows only a Star Rating for this topic ,85%,70%,100%,100%,0,Not enough data available ,0.25,20%,Medicare shows only a Star Rating for this topic ,84,86,99,77%,79%,77%,74%,79%
H9095 ,Local CCP ,"LONGEVITY HEALTH PLAN OF OKLAHOMA, INC ",Longevity Health Plan ,"Longevity Health Founders, LLC ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,95%,94%,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9096 ,Local CCP ,"DEAN HEALTH PLAN, INC. ","Dean Advantage, Prevea360 Medicare Advantage ",SSM Healthcare Corporation ,82%,82%,81,70%,82%,56%,100%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,83%,98%,87%,80%,47%,44%,73%,89%,86,85,91,88,87,90,0.08,4%,Medicare shows only a Star Rating for this topic ,96%,93%,100%,94%,3.7,Not enough data available ,0.08,4%,Medicare shows only a Star Rating for this topic ,83,92,99,89%,90%,89%,86%,83%
H9104 ,Local CCP ,SCAN HEALTH PLAN ,SCAN Health Plan ,SCAN Health Plan ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,No data available ,No data available ,Plan too small to be measured ,Plan too small to be measured ,86%,97%,100%,100%,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,97%,98%,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,100,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available
H9147 ,Local CCP ,BLUE CROSS AND BLUE SHIELD OF NC SENIOR HEALTH ,Blue Cross and Blue Shield of NC Senior Health ,Blue Cross and Blue Shield of North Carolina ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9153 ,Local CCP ,"WEST VIRGINIA SENIOR ADVANTAGE, INC. ",West Virginia Senior Advantage ,"Stonerise Senior Advantage Holdings, LLC ",Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,No data available ,Plan too small to be measured ,100%,100%,100%,100%,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,No data available ,No data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,88%,75%,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Medicare shows only a Star Rating for this topic ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,86%,91%,78%,70%,91%
H9191 ,Local CCP ,"PROVIDER PARTNERS HEALTH PLAN OF MISSOURI, INC. ",Provider Partners Health Plans ,"Rifkin Managed Care Holding Company, LLC ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9207 ,Local CCP ,"HEALTH PARTNERS PLANS, INC. ",Health Partners Medicare ,"Health Partners Plans, Inc. ",81%,65%,68,65%,82%,53%,99%,50%,94%,75%,91%,71%,80%,96%,79%,79%,74%,38%,61%,84%,81,73,90,Plan too small to be measured ,87,83,0.11,15%,Medicare shows only a Star Rating for this topic ,100%,85%,92%,81%,0.6,Not enough data available ,0.11,15%,Medicare shows only a Star Rating for this topic ,87,90,100,78%,78%,77%,85%,91%
H9219 ,Local CCP ,"AMH HEALTH PLANS OF MAINE, INC. ",AMH Health ,Anthem Inc. ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9258 ,Local CCP ,"WELLCARE HEALTH PLANS OF RHODE ISLAND, INC. ",WellCare ,Centene Corporation ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9276 ,Local CCP ,"SUNSHINE HEALTH COMMUNITY SOLUTIONS, INC. ",Allwell ,Centene Corporation ,Not enough data available ,Not enough data available ,55,Plan too new to be measured ,Plan too new to be measured ,52%,Not enough data available ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,63%,96%,77%,Not enough data available ,66%,53%,48%,Not enough data available ,Plan too small to be measured ,76,90,Plan too small to be measured ,83,84,1.3,31%,Not enough data available ,Not enough data available ,Not enough data available ,95%,97%,22.6,Not enough data available ,1.3,31%,Medicare shows only a Star Rating for this topic ,80,Plan too small to be measured ,99,81%,81%,75%,90%,82%
H9302 ,Local CCP ,PREMERA BLUE CROSS ,Premera Blue Cross Medicare Advantage ,Premera ,72%,75%,73,67%,87%,51%,99%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,50%,81%,95%,84%,83%,47%,45%,83%,81%,81,80,89,85,82,87,0.31,16%,Medicare shows only a Star Rating for this topic ,92%,92%,98%,98%,0,Not enough data available ,0.31,16%,Medicare shows only a Star Rating for this topic ,81,91,99,87%,88%,86%,83%,81%
H9335 ,Local CCP ,"WELLCARE HEALTH PLANS OF MISSOURI, INC. ",WellCare ,Centene Corporation ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9364 ,Local CCP ,"WELLCARE OF MAINE, INC. ",WellCare ,Centene Corporation ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,75%,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,1.93,24%,Not enough data available ,92%,91%,98%,97%,9,Not enough data available ,1.93,24%,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,99,92%,92%,90%,89%,82%
H9387 ,Local CCP ,"SUNFLOWER STATE HEALTH PLAN, INC. ",Allwell ,Centene Corporation ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9403 ,Local CCP ,"EON HEALTH, INC. (SC) ",Clear Spring Health ,Group 1001 ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,Plan too small to be measured ,CMS identified issues with this plan's data ,47%,49%,46%,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,90%,98%,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,96,Not enough data available ,78%,61%,Not enough data available ,82%
